timestamp,node_id,voltage,neighbor1_voltage,neighbor2_voltage,neighbor_mean,neighbor_variance,difference_from_neighbors,voltage_ratio,label,scenario_type
2026-03-11 11:21:04.014932,substation_039,169.52,175.22,181.71,178.46,10.5479,8.94,0.9499,0,genuine_fault
2026-03-11 11:21:04.514932,substation_033,0.0,229.67,230.0,229.83,0.028,229.83,0.0,1,fdi_attack
2026-03-11 11:21:05.014932,substation_033,166.75,173.82,172.05,172.94,0.7787,6.19,0.9642,0,genuine_fault
2026-03-11 11:21:05.514932,substation_016,0.0,230.82,229.56,230.19,0.3996,230.19,0.0,1,fdi_attack
2026-03-11 11:21:06.014932,substation_048,228.86,230.78,226.16,228.47,5.3202,0.39,1.0017,0,normal
2026-03-11 11:21:06.514932,substation_026,312.84,228.15,232.78,230.47,5.3506,82.37,1.3574,1,fdi_attack
2026-03-11 11:21:07.014932,substation_041,0.0,228.81,229.82,229.32,0.2534,229.32,0.0,1,fdi_attack
2026-03-11 11:21:07.514932,substation_018,214.89,216.56,214.49,215.52,1.0708,0.63,0.9971,0,genuine_fault
2026-03-11 11:21:08.014932,substation_015,104.66,138.02,121.41,129.71,68.9561,25.06,0.8068,0,genuine_fault
2026-03-11 11:21:08.514932,substation_001,227.14,225.99,228.85,227.42,2.0516,0.28,0.9988,0,normal
2026-03-11 11:21:09.014932,substation_017,195.09,196.05,203.62,199.84,14.3215,4.75,0.9762,0,genuine_fault
2026-03-11 11:21:09.514932,substation_045,229.66,230.51,231.68,231.09,0.3432,1.43,0.9938,0,normal
2026-03-11 11:21:10.014932,substation_010,373.27,231.04,231.14,231.09,0.0025,142.19,1.6153,1,fdi_attack
2026-03-11 11:21:10.514932,substation_042,403.4,230.15,230.67,230.41,0.0669,172.99,1.7508,1,fdi_attack
2026-03-11 11:21:11.014932,substation_047,227.41,229.97,230.0,229.98,0.0002,2.57,0.9888,0,normal
2026-03-11 11:21:11.514932,substation_014,79.61,97.83,103.12,100.47,6.9971,20.87,0.7923,0,genuine_fault
2026-03-11 11:21:12.014932,substation_003,234.42,230.67,231.89,231.28,0.3734,3.14,1.0136,0,normal
2026-03-11 11:21:12.514932,substation_011,99.58,133.61,111.9,122.75,117.7766,23.17,0.8112,0,genuine_fault
2026-03-11 11:21:13.014932,substation_045,229.22,228.21,228.94,228.58,0.1305,0.65,1.0028,0,normal
2026-03-11 11:21:13.514932,substation_028,0.0,230.65,226.32,228.49,4.6991,228.49,0.0,1,fdi_attack
2026-03-11 11:21:14.014932,substation_013,230.44,233.73,229.28,231.51,4.944,1.07,0.9954,0,normal
2026-03-11 11:21:14.514932,substation_011,105.54,105.86,123.27,114.57,75.7629,9.03,0.9212,0,genuine_fault
2026-03-11 11:21:15.014932,substation_010,159.05,228.36,233.34,230.85,6.1958,71.8,0.689,1,fdi_attack
2026-03-11 11:21:15.514932,substation_001,324.33,225.15,233.31,229.23,16.6305,95.1,1.4148,1,fdi_attack
2026-03-11 11:21:16.014932,substation_000,0.0,227.67,228.02,227.85,0.0312,227.85,0.0,1,fdi_attack
2026-03-11 11:21:16.514932,substation_005,132.58,142.79,142.25,142.52,0.0743,9.94,0.9303,0,genuine_fault
2026-03-11 11:21:17.014932,substation_047,105.27,105.9,136.11,121.01,228.1343,15.74,0.8699,0,genuine_fault
2026-03-11 11:21:17.514932,substation_026,230.3,228.88,229.81,229.35,0.2168,0.96,1.0042,0,normal
2026-03-11 11:21:18.014932,substation_042,228.99,232.53,230.27,231.4,1.2752,2.42,0.9896,0,normal
2026-03-11 11:21:18.514932,substation_013,0.0,228.23,231.52,229.87,2.7004,229.87,0.0,1,fdi_attack
2026-03-11 11:21:19.014932,substation_026,233.33,228.6,228.82,228.71,0.0121,4.62,1.0202,0,normal
2026-03-11 11:21:19.514932,substation_024,162.27,176.18,181.08,178.63,5.9958,16.36,0.9084,0,genuine_fault
2026-03-11 11:21:20.014932,substation_011,229.2,229.21,230.73,229.97,0.5817,0.77,0.9967,0,normal
2026-03-11 11:21:20.514932,substation_045,377.0,227.37,230.05,228.71,1.7899,148.29,1.6484,1,fdi_attack
2026-03-11 11:21:21.014932,substation_002,0.0,228.99,226.45,227.72,1.6198,227.72,0.0,1,fdi_attack
2026-03-11 11:21:21.514932,substation_014,230.24,228.95,230.62,229.79,0.6936,0.46,1.002,0,normal
2026-03-11 11:21:22.014932,substation_025,231.59,230.79,228.12,229.45,1.7851,2.14,1.0093,0,normal
2026-03-11 11:21:22.514932,substation_005,228.22,229.55,231.9,230.73,1.3825,2.51,0.9891,0,normal
2026-03-11 11:21:23.014932,substation_004,118.67,140.13,136.49,138.31,3.307,19.64,0.858,0,genuine_fault
2026-03-11 11:21:23.514932,substation_015,81.63,83.84,82.05,82.95,0.8014,1.32,0.9841,0,genuine_fault
2026-03-11 11:21:24.014932,substation_025,0.0,228.99,229.35,229.17,0.0319,229.17,0.0,1,fdi_attack
2026-03-11 11:21:24.514932,substation_049,0.0,234.36,229.37,231.86,6.2447,231.86,0.0,1,fdi_attack
2026-03-11 11:21:25.014932,substation_034,312.53,230.4,231.11,230.76,0.1262,81.77,1.3543,1,fdi_attack
2026-03-11 11:21:25.514932,substation_014,231.22,228.11,229.1,228.61,0.2459,2.61,1.0114,0,normal
2026-03-11 11:21:26.014932,substation_040,301.25,230.81,227.46,229.13,2.8046,72.11,1.3147,1,fdi_attack
2026-03-11 11:21:26.514932,substation_040,227.02,230.36,230.1,230.23,0.0169,3.21,0.986,0,normal
2026-03-11 11:21:27.014932,substation_040,147.57,164.71,154.72,159.71,24.9315,12.14,0.924,0,genuine_fault
2026-03-11 11:21:27.514932,substation_016,233.91,228.83,228.47,228.65,0.0324,5.25,1.023,0,normal
2026-03-11 11:21:28.014932,substation_013,389.82,227.69,229.25,228.47,0.6009,161.35,1.7062,1,fdi_attack
2026-03-11 11:21:28.514932,substation_046,193.95,197.6,198.54,198.07,0.2214,4.12,0.9792,0,genuine_fault
2026-03-11 11:21:29.014932,substation_003,231.55,231.13,231.8,231.47,0.1131,0.08,1.0004,0,normal
2026-03-11 11:21:29.514932,substation_004,186.22,185.9,183.82,184.86,1.0802,1.36,1.0074,0,genuine_fault
2026-03-11 11:21:30.014932,substation_045,149.17,166.34,166.7,166.52,0.0327,17.35,0.8958,0,genuine_fault
2026-03-11 11:21:30.514932,substation_041,230.88,229.96,227.98,228.97,0.9847,1.91,1.0083,0,normal
2026-03-11 11:21:31.014932,substation_019,117.07,145.46,131.67,138.57,47.5018,21.5,0.8448,0,genuine_fault
2026-03-11 11:21:31.514932,substation_013,164.41,168.66,180.33,174.5,34.0658,10.09,0.9422,0,genuine_fault
2026-03-11 11:21:32.014932,substation_005,230.18,229.07,229.6,229.34,0.0702,0.84,1.0037,0,normal
2026-03-11 11:21:32.514932,substation_007,325.21,228.03,233.67,230.85,7.9395,94.36,1.4087,1,fdi_attack
2026-03-11 11:21:33.014932,substation_041,132.29,138.72,156.42,147.57,78.3833,15.28,0.8964,0,genuine_fault
2026-03-11 11:21:33.514932,substation_037,230.0,233.1,227.81,230.45,6.9917,0.46,0.998,0,normal
2026-03-11 11:21:34.014932,substation_004,228.5,229.25,230.44,229.84,0.3539,1.34,0.9942,0,normal
2026-03-11 11:21:34.514932,substation_049,110.63,231.6,229.66,230.63,0.9385,120.0,0.4797,1,fdi_attack
2026-03-11 11:21:35.014932,substation_047,153.84,163.19,150.55,156.87,39.8947,3.03,0.9807,0,genuine_fault
2026-03-11 11:21:35.514932,substation_030,226.33,229.49,224.61,227.05,5.9485,0.72,0.9968,0,normal
2026-03-11 11:21:36.014932,substation_036,343.77,232.64,229.96,231.3,1.7951,112.47,1.4862,1,fdi_attack
2026-03-11 11:21:36.514932,substation_000,0.0,225.88,230.67,228.28,5.7364,228.28,0.0,1,fdi_attack
2026-03-11 11:21:37.014932,substation_031,228.8,228.82,231.4,230.11,1.6604,1.31,0.9943,0,normal
2026-03-11 11:21:37.514932,substation_047,373.19,232.25,232.53,232.39,0.0193,140.8,1.6059,1,fdi_attack
2026-03-11 11:21:38.014932,substation_020,101.91,232.01,227.58,229.8,4.9128,127.89,0.4435,1,fdi_attack
2026-03-11 11:21:38.514932,substation_009,0.0,232.34,233.93,233.13,0.6282,233.13,0.0,1,fdi_attack
2026-03-11 11:21:39.014932,substation_033,0.0,224.75,229.44,227.1,5.5071,227.1,0.0,1,fdi_attack
2026-03-11 11:21:39.514932,substation_040,143.07,155.1,169.26,162.18,50.1479,19.11,0.8822,0,genuine_fault
2026-03-11 11:21:40.014932,substation_034,212.2,216.92,217.18,217.05,0.0165,4.85,0.9776,0,genuine_fault
2026-03-11 11:21:40.514932,substation_021,231.55,231.46,227.63,229.54,3.6514,2.01,1.0087,0,normal
2026-03-11 11:21:41.014932,substation_010,175.05,229.35,230.49,229.92,0.3258,54.87,0.7614,1,fdi_attack
2026-03-11 11:21:41.514932,substation_040,229.18,225.46,232.31,228.88,11.7218,0.29,1.0013,0,normal
2026-03-11 11:21:42.014932,substation_036,230.82,228.45,228.39,228.42,0.001,2.4,1.0105,0,normal
2026-03-11 11:21:42.514932,substation_005,96.75,231.29,231.44,231.37,0.005,134.62,0.4182,1,fdi_attack
2026-03-11 11:21:43.014932,substation_042,283.76,227.87,231.06,229.46,2.5492,54.3,1.2366,1,fdi_attack
2026-03-11 11:21:43.514932,substation_003,381.53,228.73,227.3,228.01,0.5072,153.52,1.6733,1,fdi_attack
2026-03-11 11:21:44.014932,substation_003,229.76,230.67,229.08,229.87,0.6318,0.12,0.9995,0,normal
2026-03-11 11:21:44.514932,substation_015,201.76,202.24,206.59,204.41,4.71,2.65,0.987,0,genuine_fault
2026-03-11 11:21:45.014932,substation_031,201.46,213.0,209.06,211.03,3.8897,9.57,0.9546,0,genuine_fault
2026-03-11 11:21:45.514932,substation_000,202.66,200.08,206.85,203.46,11.4563,0.8,0.996,0,genuine_fault
2026-03-11 11:21:46.014932,substation_029,230.7,231.68,232.59,232.13,0.2099,1.43,0.9938,0,normal
2026-03-11 11:21:46.514932,substation_040,195.44,202.05,198.9,200.48,2.4773,5.03,0.9749,0,genuine_fault
2026-03-11 11:21:47.014932,substation_024,197.82,198.21,195.39,196.8,1.9851,1.02,1.0052,0,genuine_fault
2026-03-11 11:21:47.514932,substation_024,82.53,112.83,96.73,104.78,64.7937,22.25,0.7877,0,genuine_fault
2026-03-11 11:21:48.014932,substation_035,228.61,229.32,231.44,230.38,1.1214,1.77,0.9923,0,normal
2026-03-11 11:21:48.514932,substation_001,108.83,138.52,145.4,141.96,11.8568,33.13,0.7666,0,genuine_fault
2026-03-11 11:21:49.014932,substation_010,0.0,232.52,231.68,232.1,0.177,232.1,0.0,1,fdi_attack
2026-03-11 11:21:49.514932,substation_040,228.95,228.1,231.46,229.78,2.8259,0.83,0.9964,0,normal
2026-03-11 11:21:50.014932,substation_022,231.39,232.54,228.96,230.75,3.2073,0.64,1.0028,0,normal
2026-03-11 11:21:50.514932,substation_042,229.24,227.84,232.24,230.04,4.8468,0.8,0.9965,0,normal
2026-03-11 11:21:51.014932,substation_038,0.0,231.33,228.18,229.75,2.4833,229.75,0.0,1,fdi_attack
2026-03-11 11:21:51.514932,substation_028,232.16,225.33,231.46,228.4,9.3708,3.77,1.0165,0,normal
2026-03-11 11:21:52.014932,substation_025,289.31,230.0,228.73,229.36,0.405,59.94,1.2613,1,fdi_attack
2026-03-11 11:21:52.514932,substation_013,0.0,228.66,229.33,228.99,0.1115,228.99,0.0,1,fdi_attack
2026-03-11 11:21:53.014932,substation_019,229.38,230.56,230.81,230.69,0.0151,1.31,0.9943,0,normal
2026-03-11 11:21:53.514932,substation_012,231.95,233.91,235.95,234.93,1.0344,2.98,0.9873,0,normal
2026-03-11 11:21:54.014932,substation_039,219.2,215.71,214.74,215.23,0.2356,3.98,1.0185,0,genuine_fault
2026-03-11 11:21:54.514932,substation_018,230.64,229.86,232.71,231.28,2.0284,0.65,0.9972,0,normal
2026-03-11 11:21:55.014932,substation_011,130.57,132.46,138.69,135.58,9.6906,5.01,0.9631,0,genuine_fault
2026-03-11 11:21:55.514932,substation_013,230.34,232.04,230.77,231.4,0.402,1.06,0.9954,0,normal
2026-03-11 11:21:56.014932,substation_040,94.45,98.95,108.33,103.64,22.0011,9.19,0.9114,0,genuine_fault
2026-03-11 11:21:56.514932,substation_041,210.17,215.02,211.98,213.5,2.3103,3.33,0.9844,0,genuine_fault
2026-03-11 11:21:57.014932,substation_014,395.11,231.35,228.21,229.78,2.4666,165.32,1.7195,1,fdi_attack
2026-03-11 11:21:57.514932,substation_048,230.33,228.45,228.01,228.23,0.0498,2.1,1.0092,0,normal
2026-03-11 11:21:58.014932,substation_002,119.28,234.43,227.64,231.03,11.5253,111.75,0.5163,1,fdi_attack
2026-03-11 11:21:58.514932,substation_020,228.9,231.35,229.27,230.31,1.0839,1.41,0.9939,0,normal
2026-03-11 11:21:59.014932,substation_025,232.28,226.4,229.24,227.82,2.0232,4.46,1.0196,0,normal
2026-03-11 11:21:59.514932,substation_049,150.07,162.65,159.11,160.88,3.1197,10.81,0.9328,0,genuine_fault
2026-03-11 11:22:00.014932,substation_024,229.95,231.88,227.97,229.93,3.8171,0.02,1.0001,0,normal
2026-03-11 11:22:00.514932,substation_007,229.3,231.6,232.1,231.85,0.0619,2.55,0.989,0,normal
2026-03-11 11:22:01.014932,substation_010,106.94,136.72,139.84,138.28,2.4436,31.34,0.7733,0,genuine_fault
2026-03-11 11:22:01.514932,substation_025,205.83,214.13,208.72,211.43,7.3254,5.6,0.9735,0,genuine_fault
2026-03-11 11:22:02.014932,substation_024,124.04,133.68,141.79,137.74,16.4369,13.7,0.9006,0,genuine_fault
2026-03-11 11:22:02.514932,substation_016,117.1,135.17,149.71,142.44,52.9225,25.34,0.8221,0,genuine_fault
2026-03-11 11:22:03.014932,substation_038,227.29,229.73,228.4,229.07,0.4469,1.78,0.9922,0,normal
2026-03-11 11:22:03.514932,substation_022,98.23,136.2,121.3,128.75,55.5508,30.52,0.7629,0,genuine_fault
2026-03-11 11:22:04.014932,substation_040,426.53,230.49,230.83,230.66,0.029,195.87,1.8492,1,fdi_attack
2026-03-11 11:22:04.514932,substation_002,228.61,229.77,227.43,228.6,1.3728,0.01,1.0001,0,normal
2026-03-11 11:22:05.014932,substation_028,195.58,198.63,206.84,202.73,16.8509,7.16,0.9647,0,genuine_fault
2026-03-11 11:22:05.514932,substation_041,229.1,228.9,231.53,230.21,1.7228,1.11,0.9952,0,normal
2026-03-11 11:22:06.014932,substation_005,0.0,228.55,228.17,228.36,0.0371,228.36,0.0,1,fdi_attack
2026-03-11 11:22:06.514932,substation_044,234.54,231.58,228.84,230.21,1.8712,4.33,1.0188,0,normal
2026-03-11 11:22:07.014932,substation_047,299.39,228.61,232.14,230.38,3.1163,69.01,1.2996,1,fdi_attack
2026-03-11 11:22:07.514932,substation_015,230.6,231.89,228.12,230.01,3.5563,0.6,1.0026,0,normal
2026-03-11 11:22:08.014932,substation_043,357.82,229.03,229.48,229.26,0.0507,128.56,1.5607,1,fdi_attack
2026-03-11 11:22:08.514932,substation_004,230.35,235.2,228.55,231.87,11.0822,1.52,0.9934,0,normal
2026-03-11 11:22:09.014932,substation_047,97.81,101.99,127.63,114.81,164.3267,17.0,0.852,0,genuine_fault
2026-03-11 11:22:09.514932,substation_028,229.59,227.37,225.61,226.49,0.7776,3.1,1.0137,0,normal
2026-03-11 11:22:10.014932,substation_014,403.06,228.54,235.15,231.85,10.9262,171.22,1.7385,1,fdi_attack
2026-03-11 11:22:10.514932,substation_013,0.0,226.95,227.64,227.3,0.1185,227.3,0.0,1,fdi_attack
2026-03-11 11:22:11.014932,substation_017,232.41,226.99,229.41,228.2,1.4673,4.21,1.0185,0,normal
2026-03-11 11:22:11.514932,substation_025,228.99,230.87,226.55,228.71,4.6659,0.28,1.0012,0,normal
2026-03-11 11:22:12.014932,substation_025,106.6,109.33,115.04,112.18,8.1649,5.58,0.9503,0,genuine_fault
2026-03-11 11:22:12.514932,substation_032,127.28,230.06,229.85,229.95,0.0102,102.67,0.5535,1,fdi_attack
2026-03-11 11:22:13.014932,substation_040,178.31,191.18,188.29,189.73,2.0775,11.42,0.9398,0,genuine_fault
2026-03-11 11:22:13.514932,substation_014,201.37,200.29,206.31,203.3,9.0658,1.93,0.9905,0,genuine_fault
2026-03-11 11:22:14.014932,substation_039,181.58,195.02,191.02,193.02,3.995,11.44,0.9407,0,genuine_fault
2026-03-11 11:22:14.514932,substation_041,130.7,157.33,154.81,156.07,1.5944,25.37,0.8375,0,genuine_fault
2026-03-11 11:22:15.014932,substation_019,128.61,146.1,131.23,138.67,55.2929,10.06,0.9275,0,genuine_fault
2026-03-11 11:22:15.514932,substation_021,35.17,232.38,232.44,232.41,0.0007,197.24,0.1513,1,fdi_attack
2026-03-11 11:22:16.014932,substation_012,196.96,206.89,203.28,205.09,3.2673,8.12,0.9604,0,genuine_fault
2026-03-11 11:22:16.514932,substation_034,424.7,229.7,229.52,229.61,0.0076,195.09,1.8496,1,fdi_attack
2026-03-11 11:22:17.014932,substation_048,230.73,228.49,231.42,229.95,2.1544,0.77,1.0034,0,normal
2026-03-11 11:22:17.514932,substation_013,229.45,230.31,229.66,229.99,0.1067,0.53,0.9977,0,normal
2026-03-11 11:22:18.014932,substation_047,67.14,228.47,228.92,228.7,0.05,161.55,0.2936,1,fdi_attack
2026-03-11 11:22:18.514932,substation_030,226.07,233.56,229.6,231.58,3.9166,5.51,0.9762,0,normal
2026-03-11 11:22:19.014932,substation_021,235.9,231.6,229.99,230.79,0.6501,5.1,1.0221,0,normal
2026-03-11 11:22:19.514932,substation_029,127.52,141.9,153.58,147.74,34.1063,20.22,0.8631,0,genuine_fault
2026-03-11 11:22:20.014932,substation_007,230.93,227.91,227.3,227.6,0.0934,3.33,1.0146,0,normal
2026-03-11 11:22:20.514932,substation_034,114.54,113.27,136.17,124.72,131.1285,10.18,0.9184,0,genuine_fault
2026-03-11 11:22:21.014932,substation_036,0.0,228.89,231.73,230.31,2.0249,230.31,0.0,1,fdi_attack
2026-03-11 11:22:21.514932,substation_034,228.75,231.49,230.04,230.76,0.5282,2.01,0.9913,0,normal
2026-03-11 11:22:22.014932,substation_010,230.86,229.79,228.69,229.24,0.3025,1.62,1.0071,0,normal
2026-03-11 11:22:22.514932,substation_031,230.58,231.44,231.78,231.61,0.029,1.03,0.9955,0,normal
2026-03-11 11:22:23.014932,substation_035,145.7,144.96,162.96,153.96,81.0008,8.26,0.9464,0,genuine_fault
2026-03-11 11:22:23.514932,substation_027,175.65,187.06,188.13,187.59,0.2873,11.94,0.9363,0,genuine_fault
2026-03-11 11:22:24.014932,substation_032,232.58,227.7,230.69,229.19,2.2349,3.38,1.0148,0,normal
2026-03-11 11:22:24.514932,substation_004,230.71,232.27,232.52,232.39,0.0157,1.69,0.9927,0,normal
2026-03-11 11:22:25.014932,substation_033,0.0,229.27,230.94,230.11,0.6982,230.11,0.0,1,fdi_attack
2026-03-11 11:22:25.514932,substation_039,167.09,173.95,173.13,173.54,0.1668,6.45,0.9628,0,genuine_fault
2026-03-11 11:22:26.014932,substation_042,152.37,170.02,163.52,166.77,10.5426,14.4,0.9136,0,genuine_fault
2026-03-11 11:22:26.514932,substation_035,103.08,124.33,116.85,120.59,13.9883,17.51,0.8548,0,genuine_fault
2026-03-11 11:22:27.014932,substation_037,327.7,232.19,229.74,230.96,1.5009,96.73,1.4188,1,fdi_attack
2026-03-11 11:22:27.514932,substation_003,30.13,226.75,232.56,229.65,8.4344,199.53,0.1312,1,fdi_attack
2026-03-11 11:22:28.014932,substation_046,0.0,229.0,227.1,228.05,0.8942,228.05,0.0,1,fdi_attack
2026-03-11 11:22:28.514932,substation_001,230.23,229.57,228.3,228.94,0.4051,1.3,1.0057,0,normal
2026-03-11 11:22:29.014932,substation_019,0.0,227.44,231.75,229.6,4.6468,229.6,0.0,1,fdi_attack
2026-03-11 11:22:29.514932,substation_037,333.99,232.45,228.09,230.27,4.7355,103.72,1.4504,1,fdi_attack
2026-03-11 11:22:30.014932,substation_030,0.0,229.04,228.2,228.62,0.1776,228.62,0.0,1,fdi_attack
2026-03-11 11:22:30.514932,substation_042,88.08,113.43,87.98,100.71,161.9173,12.63,0.8746,0,genuine_fault
2026-03-11 11:22:31.014932,substation_015,0.0,231.77,229.73,230.75,1.0385,230.75,0.0,1,fdi_attack
2026-03-11 11:22:31.514932,substation_010,231.07,228.77,232.57,230.67,3.6089,0.41,1.0018,0,normal
2026-03-11 11:22:32.014932,substation_020,0.0,230.41,229.78,230.1,0.0997,230.1,0.0,1,fdi_attack
2026-03-11 11:22:32.514932,substation_044,61.19,227.76,232.34,230.05,5.2458,168.86,0.266,1,fdi_attack
2026-03-11 11:22:33.014932,substation_025,0.0,226.9,231.08,228.99,4.3691,228.99,0.0,1,fdi_attack
2026-03-11 11:22:33.514932,substation_036,137.55,155.76,143.94,149.85,34.9309,12.3,0.9179,0,genuine_fault
2026-03-11 11:22:34.014932,substation_032,229.61,226.08,233.25,229.66,12.865,0.05,0.9998,0,normal
2026-03-11 11:22:34.514932,substation_044,285.6,232.11,229.51,230.81,1.6841,54.79,1.2374,1,fdi_attack
2026-03-11 11:22:35.014932,substation_011,146.04,161.12,149.94,155.53,31.2434,9.49,0.939,0,genuine_fault
2026-03-11 11:22:35.514932,substation_048,231.38,235.54,225.89,230.72,23.2423,0.67,1.0029,0,normal
2026-03-11 11:22:36.014932,substation_040,93.33,229.03,228.43,228.73,0.089,135.4,0.408,1,fdi_attack
2026-03-11 11:22:36.514932,substation_002,31.71,227.01,227.87,227.44,0.1839,195.73,0.1394,1,fdi_attack
2026-03-11 11:22:37.014932,substation_028,0.0,231.11,233.01,232.06,0.8981,232.06,0.0,1,fdi_attack
2026-03-11 11:22:37.514932,substation_011,231.23,231.25,232.67,231.96,0.509,0.73,0.9969,0,normal
2026-03-11 11:22:38.014932,substation_022,225.61,229.79,231.84,230.81,1.0509,5.2,0.9775,0,normal
2026-03-11 11:22:38.514932,substation_022,232.13,229.62,230.49,230.06,0.1883,2.07,1.009,0,normal
2026-03-11 11:22:39.014932,substation_018,154.55,167.26,174.87,171.06,14.4851,16.51,0.9035,0,genuine_fault
2026-03-11 11:22:39.514932,substation_039,388.38,229.61,230.09,229.85,0.0592,158.53,1.6897,1,fdi_attack
2026-03-11 11:22:40.014932,substation_000,202.6,205.92,212.59,209.26,11.1076,6.66,0.9682,0,genuine_fault
2026-03-11 11:22:40.514932,substation_036,135.7,158.58,158.13,158.35,0.0496,22.66,0.8569,0,genuine_fault
2026-03-11 11:22:41.014932,substation_028,176.96,178.56,181.71,180.13,2.474,3.17,0.9824,0,genuine_fault
2026-03-11 11:22:41.514932,substation_011,155.27,173.35,182.56,177.95,21.2114,22.68,0.8726,0,genuine_fault
2026-03-11 11:22:42.014932,substation_026,159.62,164.62,164.64,164.63,0.0001,5.01,0.9696,0,genuine_fault
2026-03-11 11:22:42.514932,substation_028,230.62,229.27,232.29,230.78,2.278,0.15,0.9993,0,normal
2026-03-11 11:22:43.014932,substation_013,417.1,230.96,229.33,230.15,0.6615,186.95,1.8123,1,fdi_attack
2026-03-11 11:22:43.514932,substation_041,0.0,230.07,232.98,231.53,2.1079,231.53,0.0,1,fdi_attack
2026-03-11 11:22:44.014932,substation_006,215.26,215.96,216.44,216.2,0.059,0.94,0.9956,0,genuine_fault
2026-03-11 11:22:44.514932,substation_026,229.23,227.91,230.74,229.32,2.0026,0.09,0.9996,0,normal
2026-03-11 11:22:45.014932,substation_033,151.88,152.43,156.81,154.62,4.7976,2.74,0.9823,0,genuine_fault
2026-03-11 11:22:45.514932,substation_026,226.36,230.42,231.35,230.89,0.2157,4.53,0.9804,0,normal
2026-03-11 11:22:46.014932,substation_031,0.0,230.75,229.6,230.18,0.3286,230.18,0.0,1,fdi_attack
2026-03-11 11:22:46.514932,substation_031,321.03,231.52,229.08,230.3,1.487,90.73,1.394,1,fdi_attack
2026-03-11 11:22:47.014932,substation_018,0.0,231.33,228.68,230.0,1.7483,230.0,0.0,1,fdi_attack
2026-03-11 11:22:47.514932,substation_023,0.0,231.91,230.08,230.99,0.8398,230.99,0.0,1,fdi_attack
2026-03-11 11:22:48.014932,substation_023,228.43,231.39,226.96,229.18,4.9131,0.74,0.9968,0,normal
2026-03-11 11:22:48.514932,substation_036,235.63,233.41,231.79,232.6,0.6576,3.03,1.013,0,normal
2026-03-11 11:22:49.014932,substation_010,0.0,230.61,235.28,232.95,5.4544,232.95,0.0,1,fdi_attack
2026-03-11 11:22:49.514932,substation_005,233.02,229.72,226.88,228.3,2.0137,4.72,1.0207,0,normal
2026-03-11 11:22:50.014932,substation_011,232.2,229.67,231.46,230.57,0.8036,1.64,1.0071,0,normal
2026-03-11 11:22:50.514932,substation_043,36.16,232.29,226.26,229.27,9.1033,193.12,0.1577,1,fdi_attack
2026-03-11 11:22:51.014932,substation_015,228.47,230.66,233.74,232.2,2.3826,3.74,0.9839,0,normal
2026-03-11 11:22:51.514932,substation_033,233.16,229.67,227.22,228.44,1.497,4.72,1.0207,0,normal
2026-03-11 11:22:52.014932,substation_019,30.23,230.43,230.38,230.4,0.0005,200.18,0.1312,1,fdi_attack
2026-03-11 11:22:52.514932,substation_021,154.62,176.86,161.85,169.35,56.2791,14.73,0.913,0,genuine_fault
2026-03-11 11:22:53.014932,substation_042,230.25,229.26,228.73,229.0,0.0719,1.25,1.0055,0,normal
2026-03-11 11:22:53.514932,substation_036,135.44,140.68,135.44,138.06,6.878,2.62,0.981,0,genuine_fault
